id;cnr;collection;comment;esac_key;esac_title;function;melstring;region;signature;source;text;tunefamily;unit
E0419;;ERKNER;;G-maj;DA DRUNTEN IN JENEM THALE;Liebes - Lied, Abschied;"-5_  1_.-71_2_1_2_  3__2_1__
    12  3_.45_5_4_3_  2__.0__
    4_  3_4_5_5_4_3_  4_.56_5__
    4_  3_2_1_2_1_2_  1__.0__ //";Europa, Mitteleuropa, Deutschland;6/8;;;E0419;16
E0419A;;ERKNER;;G-maj;DA DROBEN AUF JENEM BERGE;Liebes - Lied, Abschied;"-5_  1_.-71_2_1_2_  3__2_1__
    2_  3_.45_5_4_3_  2___0_
    34  5_3_5_5_3_5_  6_.76_5__
    4_  3_.43_2_1_2_  1___0_ //";"Europa, Mitteleuropa, Deutschland, Hessen; Westfalen; Franken";6/8;;;E0419;16
E0419B;;ERKNER;;G-maj;DA DROBEN AUF JENEM BERGE;Liebes - Lied, Liebe;"-5_  1_.2345_.654  3__2_1__
    2_  3_.45_5_4_3_  2___0_
    34  5_3_5_5_3_5_  6_.76_5__
    4_  3_.43_2_1_2_  1___0_ //";Europa, Mitteleuropa, Deutschland;6/8;;;E0419;16
E0419C;;ERKNER;;G-maj;DA DROBEN AUF JENEM BERGE;Liebes - Lied, Abschied;"-5_  1_.35_5_.4#5_  3__.2__
    -5_  1_.23_3_.21_  2___0_
    5_  3_.45_3_.45_  6__+165__
    4_  3_.43_2_1_2_  1___0_ //";Europa, Mitteleuropa, Deutschland, Brandenburg;6/8;;;E0419;16
E0419D;;ERKNER;;E-maj;DA DROBEN AUF JENEM BERGE;Liebes - Lied, Abschied;"-5_  1_.-71_1_.-71_  -7__-6_-5__
    -5_  1__1_2__2_  3___0_
    34  5_.65_5_6_5_  5__4_4__
    4_  3_.43_2_1_2_  1___0_ //";Europa, Mitteleuropa, Deutschland, Westfalen;6/8;;;E0419;16
E0420;;ERKNER;;A-min;SIST EBENE MOENSCH UF ERDE;Liebes - Lied;"-5_  1_1-71_2_  3b_1_2__
    3b_3b12__  5__0_
    -5_  1_1-71_2_  3b_1_2__
    3b_3b12__  5__0_
    5_  2_21-7_1_  2_23b2_
    5_  43b21-7_11  2123b2_
    12  3b_3b3b4_4_  5__4_
    4_  3b_1_2_23b  1__. //";Europa, Mitteleuropa, Schweiz, Kanton Bern;2/4;;;E0420;16
E0424;;ERKNER;;F-maj;ES IST EIN SCHNEE GEFALLEN;Liebes - Lied;"1_  1_2_3_4_  5__5_
    5_  2_3_4_5_  3_.21_
    2_  2_.22_3_  4_4_4_
    3_  2_1_1_-7_  1_-7-6-5_
    2_  2_.22_3_  4_4_4_
    3_  2_1_1_-7_  1__. //";Europa, Mitteleuropa, Deutschland;4/4;;;E0424;8
E0424A;;ERKNER;;G-maj;ES HAT EINN SCHNEE GESCHNEIET;Liebes - Lied;"-5_  113_1_  5_5_
    56  54312_  1__
    1_  556_5_  442_0
    -7  224_2_  331_
    56  54312_  1__ //";Europa, Mitteleuropa, Deutschland, Schlesien;3/4;;;E0424;8
E0426;;ERKNER;;G-maj;SIE GLEICHT WOL EINEM ROSENSTOCK;Liebes - Lied;"1_  1__-5_  1__4_  3__2_  1__
    -5_  1__2_  3__4_  3_2__  1_-7-6-7_  1__
    1_  1__-5_  1__4_  3__2_  1__
    -5_  1__2_  3__4_  3_2__  1_-7-6-7_  1__
    1_  3__3_  2_.34_  5__4_  5__
    3_  3__3_  2_.34_  5__4_  5__
    3_  3__3_  3__2_  1__-7_  1__0_
    1__2_  3__4_  3_2__  1_-7-6-7_  1__ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0426;8
E0427;;ERKNER;;F-maj;JUNGFRAEULEIN SOLL ICH MIT EUCH GAHN;Liebes - Lied;"-5_  1__1_3__3_  5__5_3__
    5_  5__5_4__3_  2__.1__
    -5_  1__1_3__3_  5__5_3__
    5_  5__5_4__3_  2__.1__
    5_  6__5_5__4_  3__.2__
    3_  4__4_5_.43_  2__.2__
    5_  6__5_5__3_  1__5_3__
    5_  5__5_3__3_  2__.1__ //";Europa, Mitteleuropa, Deutschland;6/4;;;E0427;8
E0429;;ERKNER;;G-maj;WENN ALLE BRUENNLEIN FLIESSEN;Liebes - Lied;"-5_  -5_1_1_3_  3_212_
    5_  3_1_2_4_  3__0_
    -5_  -5_1_1_3_  3_212_
    5_  3_1_2_4_  3__0_
    12  3_5_5_6_  5_434__
    3__5__  3_212_
    5_  3_3_2_4_  3__0_ //";"Europa, Mitteleuropa, Deutschland, Odenwald; Limburg, Nauheim";2/4;;;E0429;16
E0429A;;ERKNER;;G-maj;WENN ALLE BAECHLEIN FLIESSEN;Liebes - Lied;"-5_  1_1_1-7-6_  -5_132_0_
    333_2__  1__0_
    12  3_465_3_  2_3_4_0_
    3__5_3_  2_1_2__
    333_2__  1__0_ //";Europa, Mitteleuropa, Deutschland, Ober - Hessen;4/4;;;E0429;8
E0429B;;ERKNER;;G-maj;WENN ALLE BAECHLEIN FLIESSEN;Liebes - Lied;"1_  1_3_3_3_5_5_  3__.2__
    6_  5_4_3_2__.  1__.0__
    13  5__5_5__6_  5_4_4_6__.
    3__.5__.  5_2_2_2__
    6_  5_4_3_2__.  1__.0__ //";"Europa, Mitteleuropa, Deutschland, Hessen, Dillkreis; Lahnkreis";6/8;;;E0429;16
E0429C;;ERKNER;;G-maj;WENN ALL DIE BAECHLEIN FLIESSEN;Liebes - Lied;"-5_  -5_1_1_3_  5_3_2_
    6_  543_2__  1__0_
    1_  1_3_5_56  5_434__
    3__5_43  5_2_2_
    6_  543_2__  1__0_ //";Europa, Mitteleuropa, Deutschland, Hessen, Darmstadt, Brauerschwend;4/4;;;E0429;8
E0429D;;ERKNER;;F-maj;UND IN DEM SCHNEEGEBIRGE;Liebes - Lied;"1  135_5_  6_5_0
    4  321353  2__0
    2  442_2_  135_0
    +1  543_2_  1__0 //";Europa, Mitteleuropa, Deutschland, Schlesien, Breslau;3/4;;;E0429;8
E0430;;ERKNER;;C-maj;ICH HAETT MIR FUERGENOMMEN;Liebes - Lied;"-6_  -6_-6_1_1_  -7__-6_
    -6_  -6_-3_-5_-4_  -3__0_
    -6_  -6_-6_1_1_  -7__-6_
    -6_  -6_-3_-5_-4_  -3__0_
    1_  1_1_-712_  -6__-5_
    1_  -7_1_21-7_  1__0_
    1_  2_2_3_2_  1_-7-6-7__  -6__0_
    -7_  1_-5_-6_-4_  -3__. //";Europa, Mitteleuropa, Deutschland;4/4;;;E0430;8
E0432;;ERKNER;;F-maj;ICH ARMES KAEUZLEIN KLEINE;Liebes - Lied;"1_  1__1_3__3_  1__.2__
    34  5__4_3__2_  1___0_
    1_  1__3_2__2_  -5_.-6-7_1__
    1_  3_5_4_3__2_  1___0_ //";Europa, Mitteleuropa, Deutschland;6/4;;;E0432;8
E0433;;ERKNER;;Bb-maj;DER WALDBEERSTRAUCH;Liebes - Lied;"-5_  1_-7_1_1_  32-7_1_
    1_  2_3_4_5_  3__2_
    2_  2_.34_2_  3_4_5__
    1_3_2__  1_-7_-6_
    -5_  1_2_3_.1  2__1_ //";Europa, Mitteleuropa, Deutschland, Niederrhein;2/4;;;E0433;16
E0434;;ERKNER;;F-maj;MIR IST EIN ROTH GOLDFINGERLEIN;Liebes - Lied;"1_  3__4_  5_+1_6_  3__4_  5__
    5_  +1__7_  6_5_+2_  +1_756_  5__
    5_  +1__5_  5_3_5_  4_312_  1__
    3_  5__31  2_1_5_  4_312_  1__ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0434;8
E0435;;ERKNER;;F-maj;EINEN RING TRAG ICH VON DIR;Liebes - Lied, Treue;"5_5_3_1_  2_321_0_
    5_5_+1_3_  5_.43_0_
    1_1_+1_+1_  4_655_0_
    3_1_5_3_  2_321_0_ //";Europa, Mitteleuropa, Deutschland, Schlesien;4/4;;;E0435;8
E0436;;ERKNER;;F-maj;GUT HENSEL UEBR DIE HEIDE REIT;Liebes - Lied, Untreue;"1  3344  555
    5  4345  423
    5  3322  11-6
    3  3134  5_43  2_1 //";Europa, Mitteleuropa, Deutschland;4/4;;;E0436;4
E0445;;ERKNER;;G-maj;ICH WEISS MIR EIN MAIDLEIN;Liebes - Lied, Spott;"1_  1_.11_  2__3_  4__3_  2__.
    3__2_  1__
    1_  3_.34_  5__5_  2__3_  4__
    4_  3__4_  5__5_  2__3_  4__.
    3__2_  1__0_
    3__4_  5__5_  2__3_  4__
    4_  3_2__  1__4_  3_2__  1__ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0445;8
E0447;;ERKNER;;A-maj;NU FALL DU REIF;Liebes - Lied, Untreue;"-5  1122  333
    2  1234  5_.
    5  3332  123
    3  2112  1_. //";Europa, Mitteleuropa, Deutschland;4/4;;;E0447;4
E0447A;;ERKNER;;A-maj;FALL HEREIN FALL HEREIN DU KUEHLER TAU;Liebes - Lied;"1_-6_-6__  1_-6_-6__
    1__2_.1  -6__0_
    12  1_-7b_-5_-7b_  -6__0_
    -6_  -5_-5_-511_  1_3_3_
    3_  2_2_542_  1__0__ //";Europa, Mitteleuropa, Deutschland;2/4;;;E0447;16
E0447B;;ERKNER;;G-maj;MEIN SCHATZ IST VIERZIG MEILEN VON HIER;Liebes - Lied;"-5_  1_3_3_21  2_-5_-5_
    -5_  4_4_4654  3__0_
    25  2_2_321_  -7-6-5_-5_
    35  46543_2_  1__0_ //";Europa, Mitteleuropa, Deutschland, Ober - Lahnkreis, Altenkirchen;4/4;;;E0447;8
E0447C;;ERKNER;;G-maj;ACH SCHOENSTES KAROLINCHEN;Liebes - Lied;"-5  1_35_5  5_.3_
    3  2_65_4  3_.0_.
    1_.6_.  5_.^_
    5  654456  5_33_
    5  5655_4  3__0 //";Europa, Mitteleuropa, Deutschland, Lahngegend, Nassau;6/8;;;E0447;8
E0450;;ERKNER;;F-maj;MIR IST EIN SCHOENSBRAUN MEIDELEIN;Liebes - Lied;"1_  1_1_2_3_  4_.32_
    4_  3_1_2_2_  1__0_
    1_  1_1_2_3_  4_.32_
    4_  3_1_2_2_  1__0_
    1_  2_3_4_2_  3_4_5_
    5_  6_5_5_4_  5__0_
    5_  5_5_3_5_  4_.32_
    4_  3_1_2_2_  1__. //";Europa, Mitteleuropa, Deutschland;4/4;;;E0450;8
E0450A;;ERKNER;;G-maj;MIR IST EIN FEINES MEIDELEIN;Liebes - Lied;"1_  1_.11_1_  4_.3b2_
    1_  3b_2_1_-7_  1__0_
    1_  1_.11_1_  4_.3b2_
    1_  3b_2_1_-7_  1__0_
    1_  2_.3b4_2_  3b_4_5_
    6_  7b_.65_4#_  5__0_
    5_  5_5_5_5_  4_.3b2_
    1_  3b_2_1_-7_  1__. //";Europa, Mitteleuropa, Deutschland;4/4;;;E0450;8
E0455;;ERKNER;;F-maj;WOHL HEUTE NOCH UND MORGEN;Liebes - Lied;"-4_  1_1_2_5_  3__2_
    2_  3_3_4_6_  5__.
    5_  6_5_6_7_  +1_6_5_
    54  3_3_2_2_  1__0_
    5_  6_5_6_7_  +1_6_5_
    54  3_3_2_2_  1__0_ //";Europa, Mitteleuropa, Deutschland, Hessen, Odenwald;2/4;;;E0455;16
E0456;;ERKNER;;F-maj;LIEBLICH HAT SICH GESELLET;Liebes - Lied;"1_  3__3_  3__1_  5__6_  5__
    6_  5__4_  3_2__  1__.  ^_0_
    1_  3__3_  3__1_  5__6_  5__
    6_  5__4_  3_2__  1__.  ^_0_
    +1_  +1__+1_  7__7_  +1_6__  5__
    +1_  7_+2_.+1  7_6__  5__.  ^_0_
    6_  5__4_  3_2__  1__.  ^_0_ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0456;8
E0459;;ERKNER;;G-maj;ES FLOG EIN KLEIN WALDVOEGELEIN;Liebes - Lied;"1_  3_2_3_4_  5_.43_
    6_  5_4_3_2_  1_.32_
    6_  5_.43_2_  1__0_ //";"Europa, Mitteleuropa, Deutschland; Rumaenien, Siebenbuergen";4/4;;;E0459;8
E0460;;ERKNER;;G-maj;WO FIND ICH DANN DEINS VATERS HAUS;Liebes - Lied;"-5_  1_1_1_2_  3_4#_5__
    6_.54_3_  2__3_0_
    5_4_3_2_  3_.32_
    2_  5_4_3_2_  3_.32_
    3_  4__0_6_  5__0_
    5_  5_3_2_1_  2__2__  3__. //";Europa, Mitteleuropa, Deutschland;4/4;;;E0460;8
E0460A;;ERKNER;;E-maj;WIE KUMM ICH DENN DIE POORTS HERIN;Liebes - Lied;"-5_  1_-7_1_2_  3b_.21_
    3b_  2_-5_-5#_-7_  1__0__
    1_5_5_5_  4_3b_2_
    2_  3b_1_1_1_  2_-5_-5_
    -5_  1_3b_2_1_  -7_5_5_
    4_  3b_3b_2_2_  1__0_ //";Europa, Mitteleuropa, Deutschland, Koeln ?;2/4;;;E0460;16
E0463;;ERKNER;;A-maj;ELEND HAT MICH UMFANGEN;Liebes - Lied, Klage;"1__  1___1__1___2__  3b___2_.1-7b___
    1__  3b___2_.11___-7__  1___.^___
    1__  1___1__1___2__  3b___2_.1-7b___
    1__  3b___2_.11___-7__  1___.^___
    3b__  2___1__-7b___-6b__  -5___-5__-5___
    3b__  2___1__-7b___-6b__  -5___-5__-5___
    -5__  1___1__1___2__  3b___2_.1-7b___
    1__  3b___2_.11___-7__  1___.^___ //";Europa, Mitteleuropa, Deutschland;6/4;;;E0463;16
E0469;;ERKNER;;F-maj;TRITT AUF DEN RIEGEL VON DER THUER;Liebes - Lied, Kilt -, Fenster - Lied;"1_  1_.23_3_  1__0_
    1_  2_3_4_4_  3__0_
    1_  -7_1_2_2_  3__
    2_2_  1_3_2__  1__0_
    1_  1_.23_3_  1__0_
    1_  2_3_4_4_  3__0_
    1_  -7_1_2_2_  3__
    2_2_  1_3_2__  1__0_
    1_  1_-7_1_-6_  -5_.-6-7_
    1_  2_5_5_4_  5__
    3__  2_5_5_4_  5_
    3_4_32  3__0_3_  3_3_3_
    1_  2_3_4_3_  54323_
    1_  -7_1_2_2_  3__2_
    2_  1_3_2_2_  1__
    -5__  1_3_2_2_  1__0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;E0469;8
E0470;;ERKNER;;F-maj;O WEH DER ZEIT DIE ICH VERZEHRT;Liebes - Lied, Klage;"1_  1__2_  3__1_  3__4_  5__
    5_  3__6_  5__4_  3_212_  1__
    1_  1__2_  3__1_  3__4_  5__
    5_  3__6_  5__4_  3_212_  1__
    1_  3__3_  2_.34_  5__4_  5__
    5_  5__5_  6__6_  5_434_  3__
    3_  3__1_  2__
    5_  6__6_  5_.432  1_4__  3_2__  1__ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0470;8
E0472;;ERKNER;;F-maj;ES IST NIT ALLES GOLDE;Liebes - Lied;"1_  1__1_  1__1_  -5__.  -5__
    -5_  -6__-6_  -7__-7_  1__.  ^__
    1_  1__1_  1__1_  -5__.  -5__
    -5_  -6__-6_  -7__-7_  1__.  ^__0_
    3_3_3_  3__4_  5__.  3__
    3_  5__5_  4__4_  3__.  ^__
    3_  6__6_  6__6_  5__5_  3__.
    5__5_  4__4_  3__3_  3__0_
    3_.21_  -7__
    1_  2_.1-7_  -6__-7_  1__.  ^__ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0472;8
E0473;;ERKNER;;G-maj;GUT GSELL UND DU MUSST WANDERN;Liebes - Lied;"5_  5_3_4_5_  6_564_
    6_  5_3_4_2_  34321_
    3_  2_-7_1_-6_  -71-7-6-5_
    3_  2_1_1_-7_  1__.
    3_  4_234_3_  2_.12_
    3_  4_2_2_.1#  2__.
    21  -71-7-6-5_54  34321_
    3_  2_1_1_-7_  1__. //";Europa, Mitteleuropa, Deutschland;4/4;;;E0473;8
E0474;;ERKNER;;G-maj;MEIN FEINSLIEB IST VON FLANDERN;Liebes - Lied, Klage;"1_  1_1_2_3_  4__4_
    32  1_4_4_3_  4__0_
    1_  1_1_2_3_  4__4_
    32  1_4_4_3_  4__0_
    5_  6_543_.4  5_
    5_5_5_  2_.34_
    5_  3_1_1_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;E0474;8
E0475;;ERKNER;;G-maj;ACH SUESSER SCHATZ AUF DIESER ERD;Liebes - Lied;"1_1_1_  -6_.-71_  2_.1-7_  -6__.
    -7_.12_  1__-7_  -6_.-5-6_  -5__.
    1_1_1_  -6_.-71_  2_.1-7_  -6__.
    -7_.12_  1__-7_  -6_.-5-6_  -5__.
    3_3_3_  1_.23_  2__1_  -7__.
    5_.43_  2__1_  -7_.12_  1__. //";Europa, Mitteleuropa, Deutschland;3/4;;;E0475;8
E0476;;ERKNER;;C-maj;MEIN GMUETH IST MIR VERWIRRET;Liebes - Lied;"-3_-6_  -5-4_-3  -2_-3_
    -7_1_  1-7_-7  -6__
    -3_-6_  -5-4_-3  -2_-3_
    -7_1_  1-7_-7  -6_0
    1  -7-5-6-7  1_.
    -5  -6-5-6-4  -3__
    1_-7_  21_-7  -6_-7_
    -3_-4_  -3-2_-2  -3__ //";Europa, Mitteleuropa, Deutschland;4/4;;;E0476;4
E0481;;ERKNER;;C-maj;DER GUTZGAUCH HAT SICH ZU TODE GEFALLN;Liebes - Lied;"1  5_5  4_4  5_5  1_
    1  5_4  7b_6  5_4  5_
    5  +1_+1  6_6  7b_7b  5_
    1  3b_4  5_4  3b_2  1_ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0481;4
E0482;;ERKNER;;G-maj;S HAT SICH EIN KUCKUK ZU TOD GESCHRIEN;Liebes - Lied;"-5  1133  11-5
    -5  1133  1_-5
    5  5531  665
    5  4433  2_1 //";Europa, Mitteleuropa, Deutschland, Kuhlaendchen;2/4;;;E0482;8
E0483;;ERKNER;;F-maj;EIN GUCKGUCK WOLLT AUSFLIEGEN;Liebes - Lied;"1  1553  5_5
    5  3234  2_1
    1  3234  5_2
    2  3234  5_22  1_0 //";Europa, Mitteleuropa, Deutschland;4/4;;;E0483;4
E0485;;ERKNER;;A-min;DER SAURE WINTER IST SO KALT;Liebes - Lied;"1_1_1_  3b_.45_  1_3b_4_  5__.
    1_1_1_  3b_.45_  1_3b_4_  5__.
    3b_3b_3b_  3b__5_  6b__5_
    4__3b_  2__.  1__. //";Europa, Mitteleuropa, Deutschland;3/4;;;E0485;8
E0486;;ERKNER;;A-maj;DIE FISCH IM WASSER WOHNEN;Liebes - Lied;"12  3_2_3_4_  5__3_
    5_  4_3_2_5_  3__0_
    12  3_2_3_4_  5__3_
    5_  4_3_2_5_  3__0_
    3_  3_2_1_-7_  -6__-5_
    21  -7_-6-5-6-5-3-4#  -5__0_
    -6-7  1_1_2_2_  3_5_43
    21  2_1_1_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;E0486;8
E0487;;ERKNER;;A-maj;BISTU DES GOLDSCHMIEDS TOECHTERLEIN;Liebes - Lied;"-5_  1_2_3b_1_  -7_2_1_
    3b_  2_1_-7b_-6_  -5__-4#__  -5__.
    -5_  1_2_3b_1_  -7_2_1_
    3b_  2_1_-7b_-6_  -5__-4#__  -5__.
    2_  3b_2_3b_1_  -7b_-6_-5__
    3b__4__  5__.43b  2_1_-7_
    1_  2_1_1_-7_  1__.
    1_  -5_-5_-6_-7_  1__. //";Europa, Mitteleuropa, Deutschland;4/4;;;E0487;8
E0491;;ERKNER;;F-maj;VIEL WOLLUST MIT SICH BRINGET;Liebes - Lied;"5_  5_.43_4_.32_  3__1_3_.2
    1_  2__1_21-7-6-7_  1__.^__
    5_  5_.43_4_.32_  3__1_3_.2
    1_  2__1_21-7-6-7_  1__.^__
    23  4__4_4__5_  6__5_6_.7
    +1_  7_.65_654#34#_  5__.^__
    23  4__4_4__5_  6__5_6_.7
    +1_  7_.65_654#34#_  5__.^__ //";Europa, Mitteleuropa, Deutschland;6/4;;;E0491;8
E0502;;ERKNER;;F-maj;NACH GRUENER FARB MEIN HERZ VERLANGT;Liebes - Lied;"1_1_1_  5_5_6_7_  +1__0_
    5_  4_5_3_2_  1___  0_
    1_1_1_  5_5_6_7_  +1__0_
    5_  4_5_3_2_  1___  0_
    5_5_.4  3_1_3_4_  5__0_
    +1_  +2_7_+1_6_  5__0_
    5_  5_6_7_5_  +1_6_5_.
    5  6_+1_7_6_  5__3__  2__0_
    1_  3_5_3_2_  1__0__  0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;E0502;8
E0504;;ERKNER;;C-maj;SCHOENSTES KIND ZU DEINEN FUESSEN;Liebes - Lied, Liebeslust;"53+1656  5_4_3_
    5+164  3_2_  1_0_
    53+1656  5_4_3_
    5+164  3_2_  1_0_
    23  4_2_34  5_3_
    23  4_2_34  5_3_0_
    53+1656  5_4_3_
    5+164  3_2_  1_0_ //";Europa, Mitteleuropa, Deutschland, Berlin;3/4 2/4;;;E0504;8
E0505;;ERKNER;;C-maj;ALLERSCHOENSTER ENGEL;Liebes - Lied;"+1_+1_7_7_  +1_+1_5__
    +1_+1_7_+2_  +1__0__
    +1_+1_7_7_  +1_+1_5__
    +1_+1_7_+2_  +1__0_
    5_  6_6_6_6_  5_5_5_
    5_  +4__+3__  +2__.
    5_  5__5_7b_  6_+1_4__
    6_6_6_+1_  7b_+2_5_
    5_  +1_.7b+1_.7b  +1__.
    3_  4__5__  1__0__ //";Europa, Mitteleuropa, Deutschland, Harz;2/4;;;E0505;16
E0507;;ERKNER;;F-maj;KEIN FEUER KEINE KOHLE KANN BRENNEN;Liebes - Lied;"-5_  1_1_22  3_3_.
    4  5_6543  2__
    5_  6_46+16  655_
    35  543_2_  1_.
    324  3_.546  5_+10
    35  543_2_  1__ //";Europa, Mitteleuropa, Deutschland;3/4;;;E0507;8
E0508;;ERKNER;;Bb-maj;EIN SCHAEFER TRAEGT SORGEN;Liebes - Lied;"-5  133  35
    5  244  35
    -5  133  35
    5  244  30
    3  204  3_
    3  254  3_ //";"Europa, Mitteleuropa, Deutschland, Schlesien, Hainau; Sueddeutschland";3/4;;;E0508;4
E0508A;;ERKNER;;F-maj;DER SCHAEFER TRAEGT SORGEN;Liebes - Lied;"-5_  1_-5_1_  3_1_
    3_  5_6543  3_2_
    4_  4_6_+16  5_3_
    35  544_46  5__
    35  542_2_  1__
    4_  4_6_+16  5_3_
    35  544_46  5__
    35  542_2_  1__ //";Europa, Mitteleuropa, Deutschland, Hessen, Darmstadt, Messel;3/4;;;E0508;8
E0508B;;ERKNER;;F-maj;EIN SCHAEFER TRAEGT SORGEN;Liebes - Lied;"53  1_1_24  3_1_
    5_  6_5_4_  4_3_
    11  6_6_+16  5_3_
    5_  5_4_24  4_3_
    11  6_6_+16  5_3_
    5_  5_4_23  2_1_ //";Europa, Mitteleuropa, Deutschland, Schlesien, Niederlausitz;3/4;;;E0508;8
E0508C;;ERKNER;;Bb-maj;EIN SCHAEFER TRAEGT SORGEN;Liebes - Lied;"-5_  1_.-71-6  -5_-3_
    1_  2_3_2_  1__
    33  2_.346  5_3_
    55  6_5_4_  3__
    33  2_.346  5_3_
    55  6_5_4_  3__ //";"Europa, Mitteleuropa, Deutschland, Ober - Lahnkreis; Dillkreis";3/8;;;E0508;16
E0509;;ERKNER;;G-min;SIND WIR GESCHIEDEN;Liebes - Lied;"-7b  3b_4_  5_4
    5  6b543b  4_.
    -7b  3b_4_  56b7b
    6b  53b42  3b_.
    4  4_4_  21-7b
    5  5_5_  3b21
    1  6b543b  2_.
    4  3b12-7  1_. //";Europa, Mitteleuropa, Deutschland;2/4;;;E0509;8
E0510;;ERKNER;;G-maj;WO E KLEINS HUETTLE STEHT;Liebes - Lied, Scherz;"-5_1_1_  -7_.-6-5_
    4_2_-7_  2_1_0_
    -5_1_1_  -7_.-6-5_
    4_2_-7_  1__0_
    2_.32_  2_.32_
    2_.32_  2_.32_
    1_-7_-6_  -5_4__
    321-7-6-7  1__0_ //";Europa, Mitteleuropa, Deutschland, Schwaben;3/8;;;E0510;16
E0510A;;ERKNER;;G-maj;WANN ZU MEIM SCHAETZEL KOMMST;Liebes - Lied;"1_.-71_  21-7-6-5_
    -5_.22_  231_0_
    1_.-71_  21-7-6-5_
    -5_.22_  231_0_
    2_.32_  2_.32_
    2_.32_  2_.32_
    1_-7_-6_  -5_5__
    5_432_  231_0_ //";Europa, Mitteleuropa, Deutschland, Bayern, Regensburg;3/8;;;E0510;16
E0510B;;ERKNER;;G-maj;WENN ZU MEIM SCHAETZEL KOMMST;"Liebes - Lied; Studenten - Lied";"3_.23_  4_4_-5_
    4_.46_  5__3_
    3_.23_  4_4_-5_
    4_.46_  5__3_
    2_.32_  2_.32_
    2_.323  4__.  3__.  2__.
    3_3_3_  3_5__
    5_4342  1_+1_5_
    3_3_3_  3_5__
    5_4342  1__0_
    3_3_3_  3_5__
    5_4342  1_+1_5_
    3_3_3_  3_5__
    5_4342  1__0_ //";Europa, Mitteleuropa, Deutschland, Berlin;3/8;;;E0510;16
E0510C;;ERKNER;;D-maj;WENN DU BEI MEIN SCHAETZCHEN KOMMST;Liebes - Lied;"+1_765_4_  3_4_5__
    +1_765_4_  3__2_0_
    +1_765_4_  3_4_5__
    3_1_2_-7_  1__1_0_
    1_3_1_3_  1_3_5__
    -7_2_-7_2_  -7_2_4__
    1_3_1_3_  1_3_5__
    3_1_2_-7_  1__1_0_ //";Europa, Mitteleuropa, Deutschland, Westfalen ?;2/4;;;E0510;16
E0512;;ERKNER;;G-maj;WENN ICH EIN KLEINS WALDVOEGLEIN WAER;Liebes - Lied;"5_5313  3_212_
    2_-7-54_  4_323_
    55654_  3_2_0_
    234_2_  365_.3
    234_2_  365_.3
    3_2_.1  1__0_ //";Europa, Mitteleuropa, Deutschland, Schlesien, Neisse, Waltorf;3/8;;;E0512;16
E0514;;ERKNER;;G-maj;ACH WAS WIRD MEIN SCHAETZCHEN DENKEN;Liebes - Lied;"1_321_-5_  3_543_3_
    2_.12_54  3_2_1__
    1_321__  3_543__
    2_.12_54  3_2_1__ //";"Europa, Mitteleuropa, Deutschland, Ober- Hessen; Westfalen; Rheinland";4/4;;;E0514;8
E0514A;;ERKNER;;G-maj;WAS WIRD WOHL MEIN SCHAETZLEIN DENKEN;Liebes - Lied;"-5__1__-6__2__  -7__-5__1__3__
    -5__1__-5__2__  -7__-5__1__0__
    -5__1__-6__2__  -7__-5__1__3__
    -5__1__-5__2__  -7__-5__1__0__
    -5__4_.32__0__  -5__3_.21__0__
    -6__-6__-5__1_3_  5__4__3__0__ //";Europa, Mitteleuropa, Deutschland, Rheinpfalz;4/4;;;E0514;16
E0516;;ERKNER;;F-maj;ICH HAB EIN KLEINES HUETTCHEN;Liebes - Lied;"-512  3_.423  1_.
    334  5_.645  3_0
    111  6_.6+16  5_3
    555  4_2555  3_0
    111  6_.6+16  5_3
    555  4_2555  3_0 //";Europa, Mitteleuropa, Deutschland;3/4;;;E0516;8
E0517;;ERKNER;;G-maj;ALS ICH AN EINEM SOMMERTAG;Liebes - Lied;"-5_  -5_1_1_1_  -5_3_1__
    2__1-7-6-5  -5_3_1_
    -5_  -5_1_1_1_  -5_3_1__
    2__1-7-6-5  -5_3_1_
    1_  2_2_2_-7_  1-712-7_
    -5-7  2_2_2_1_  -7_-6_-5_0
    -5  1_123_3_  2_5_3_0
    -5  1-7123_5_  2__5__  1__0_ //";Europa, Mitteleuropa, Deutschland, Altmark;2/4;;;E0517;16
E0517A;;ERKNER;;G-maj;ALS ICH AN EINEM SOMMERTAG;Liebes - Lied;"-5_  1_3_3_3_  3_5_5__
    4_.34_5_  3__0_
    -5_  1_3_3_3_  3_5_5__
    4_.34_5_  3__0_
    4_  4_6_6_6_  6_5_5_
    5_  5_4_4_4_  4_3_3__
    1_.44__  3_.55_0_
    4_.34_5_  3__5__
    2_.44__  3_.55__
    4_.34_.2  1__0_ //";Europa, Mitteleuropa, Deutschland, Franken;2/4;;;E0517;16
